100 97 -0.41686790442013727 -0.5739301230497282 -0.5594539778609151 -0.7033572967210321 -0.4650982122307484
200 194 -0.3685493596714556 -0.578576907530129 -0.5683812354121773 -0.7040121078405807 -0.45895679194431466
300 292 -0.3273216109943774 -0.5757676874686672 -0.5694497978035379 -0.7037962488123275 -0.458302642173294
400 386 -0.17301501812857217 -0.5688718056947568 -0.5639909085034702 -0.703192492244199 -0.4391606195027432
500 479 -0.17301501812857217 -0.5693349534226619 -0.5664572995875671 -0.7032442562829045 -0.437973139819272
600 567 -0.16087489764123197 -0.5679089813716723 -0.5654681888597409 -0.7031909587414545 -0.4318131602546545
700 643 -0.16087489764123197 -0.5662161458963721 -0.5639450639926841 -0.7030541178430747 -0.4282130602790192
800 731 -0.16087489764123197 -0.5633350205576427 -0.5605815532715943 -0.701782961181218 -0.4188231461662747
900 815 -0.16087489764123197 -0.5625429151068454 -0.5607471456343643 -0.7015046300572888 -0.4175325232739004
1000 895 -0.16087489764123197 -0.5633868405601284 -0.5627387965318797 -0.7026705652750521 -0.4177293548518984
1100 981 -0.16087489764123197 -0.5625264865010366 -0.5607471456343643 -0.7024787889910409 -0.41767112819715013
1200 1056 -0.16087489764123197 -0.5621872104301644 -0.5600040049403634 -0.7029063776696098 -0.41739287862747926
1300 1127 -0.16087489764123197 -0.5615275788920142 -0.5593807274230629 -0.7010617187783005 -0.4169702666299913
1400 1202 -0.16087489764123197 -0.5610998975266545 -0.558715360136794 -0.6974098902423325 -0.4168849647884463
1500 1276 -0.14835537077088579 -0.5594897534588056 -0.5569127406701521 -0.7010235968886587 -0.4158019248071996
1600 1349 -0.14835537077088579 -0.5603177919688467 -0.5572681625414572 -0.701053247247269 -0.4173071207682705
1700 1414 -0.14835537077088579 -0.5593573748853338 -0.5566229117339994 -0.6974866163758628 -0.4170896892081545
1800 1489 -0.14835537077088579 -0.5584164946600211 -0.5551558332581608 -0.6973001992668977 -0.4170043873666094
1900 1550 -0.14835537077088579 -0.5573939148097988 -0.5543908139115782 -0.69943039954528 -0.413620992903554
2000 1624 -0.14835537077088579 -0.5573134469090152 -0.5539121607462478 -0.697573839224695 -0.4147620583548847
2100 1683 -0.14835537077088579 -0.5569477770533521 -0.5537483217085999 -0.6989247689237562 -0.4139278710395548
2200 1750 -0.14835537077088579 -0.5568493569288945 -0.5542212753938434 -0.7009689273232461 -0.413620992903554
